tamper_score,has_signature,has_logo,has_qr,label
0.3093136014637626,0,0,1,1
0.31269967741573435,1,0,1,0
0.5379243142296004,0,0,1,1
0.44566045092902373,0,1,1,1
0.3483917183116935,1,0,1,1
0.255989702301755,1,0,0,0
0.5269127156509683,0,0,1,1
0.24698768994413303,1,1,1,0
0.5536557457010804,1,1,0,1
0.04122921127311691,0,0,0,1
0.2579981171406978,1,1,0,0
0.31170889192671536,1,0,1,1
0.5705629173491098,1,1,0,1
0.1505995479988549,0,0,1,1
0.48362348835726526,0,1,1,1
0.40588271999915604,0,1,1,1
0.43025154256867376,1,0,0,0
0.3777733097041221,1,1,1,0
0.582936425076948,1,0,1,1
0.1996088755267949,0,1,1,0
0.23896533580762233,1,0,0,1
0.12174705132810971,1,0,1,1
0.030422433163362305,0,0,1,0
0.12774491698520352,0,1,1,0
0.549278638274345,1,1,1,1
0.5041012902950338,0,1,0,1
0.06744344489554739,1,0,0,0
0.3622674151901192,0,0,0,1
0.2875178969337749,0,0,1,1
0.3568109222929671,0,0,0,1
0.3955650039654379,0,1,1,1
0.18399569453332312,0,1,0,1
0.5768105068418742,0,0,0,1
0.27950402103667493,1,0,1,1
0.3768605129189441,1,0,0,1
0.3811357103398279,1,1,0,0
0.1103336379058147,1,1,0,1
0.037119250893824486,1,0,0,1
0.24691009409878495,1,1,1,1
0.45841805306308114,0,0,1,1
0.48913307297506303,1,0,0,1
0.43799354940123897,1,0,1,1
0.0679229715151338,1,1,0,0
0.5480129169186273,1,1,1,0
0.48122194679837027,1,0,0,1
0.52661481998972,0,1,1,1
0.31398249178510634,1,0,1,0
0.5493812610604394,0,1,0,1
0.027991342772332305,1,1,1,1
0.018173300358961187,1,1,1,0
0.012129344013688126,1,0,1,0
0.15166120677147382,1,1,1,0
0.14914186392538972,0,0,0,1
0.11250200061357993,0,1,1,1
0.3402334910312374,1,1,1,1
0.023391504619827218,0,1,0,1
0.35423272070091105,0,1,0,1
0.09960669182833022,0,1,1,0
0.40672422514038564,1,0,0,0
0.012645212666334648,0,0,0,1
0.18634211823191693,1,1,1,1
0.5630047721187683,1,0,0,1
0.3230378279263468,0,0,0,1
0.48695244164805046,1,1,0,1
0.39481564896703547,1,1,1,1
0.36645047136811576,1,0,1,1
0.11475160805093843,1,0,1,0
0.3446368489546836,0,1,0,1
0.023811851075400004,0,0,0,1
0.48099864305512396,1,1,0,0
0.5760425502157056,0,0,1,1
0.5124054428051071,0,0,1,0
0.03042578757963672,0,1,0,1
0.20319605002813107,1,1,0,0
0.19080191871736935,0,0,1,1
0.06763019503372199,0,0,1,1
0.37596709159687264,0,1,0,1
0.47847490521979996,1,0,0,0
0.18823288320134632,0,1,0,1
0.5176855409512409,1,0,0,1
0.4782761477076778,1,1,1,1
0.07748276488459487,0,1,1,1
0.46011549404289315,0,0,0,1
0.5295724319411509,0,1,0,1
0.11836954189904791,1,1,0,1
0.34418470769911386,1,1,1,1
0.38324997961326174,1,1,1,0
0.3656005544955599,0,0,0,1
0.05774740657682609,1,1,0,0
0.3967148766089695,0,0,1,1
0.3791728348077112,0,0,1,1
0.49433129340120857,0,1,1,0
0.48210761947819697,0,0,1,1
0.1963009247595934,0,1,0,1
0.4332283997559323,1,0,1,1
0.5203640325434136,1,0,1,1
0.5357686549144737,0,0,0,1
0.09690739616819954,0,1,1,0
0.01602141005177078,0,1,1,0
0.39048446605333714,0,0,0,0
0.12880576364625798,1,0,1,1
0.3382258345602415,0,1,0,0
0.5668827178841045,1,0,0,1
0.22759177455154062,1,1,0,1
0.15166473023058405,0,0,1,1
0.2739060299771216,0,1,1,1
0.39434634796244017,0,0,0,1
0.06065938071279526,1,1,0,0
0.22835085810032563,1,0,1,0
0.08023271330311361,1,0,0,0
0.39746773296855226,0,1,1,1
0.4983315193579103,1,1,1,1
0.22611226884526947,1,0,1,0
0.22303437166465095,0,1,1,1
0.3237129953684607,0,0,1,1
0.12903466778285613,0,1,0,1
0.14844575497006254,1,1,1,0
0.19791136996944847,1,1,0,0
0.27445541888293046,0,0,0,1
0.048918876181544044,1,1,0,1
0.45163928182020335,1,0,1,0
0.34743274465755253,0,0,1,1
0.1798163237343007,0,1,0,1
0.04652794341060169,1,1,0,0
0.4579085708408887,1,1,0,0
0.07864739297479241,0,0,1,0
0.07992398540980696,1,1,0,0
0.078410547484366,1,1,1,0
0.04875738666959428,0,0,1,1
0.5438354192401542,0,1,0,1
0.16154657980403428,0,0,1,0
0.18384634752411613,1,0,0,1
0.49967658600124054,1,0,1,1
0.37195407582708084,1,1,1,1
0.11228603192443129,1,0,0,0
0.26088804742595334,1,1,0,0
0.530353478833288,0,0,0,1
0.22522441021167822,1,0,0,0
0.4265289319179202,1,0,0,1
0.05808462530188083,0,1,1,0
0.43639486604312633,0,1,1,1
0.4658841144391479,1,0,0,1
0.49546006902127954,1,0,1,1
0.4045205942611267,1,0,0,1
0.22243967689575153,0,0,1,1
0.03852720009966217,1,1,1,0
0.31126574043617694,1,1,1,1
0.4544759438293212,1,0,0,1
0.1145029220938063,1,0,1,1
0.15974233596776613,0,1,1,1
0.3216720254276233,1,0,0,0
0.44899893773875155,0,0,1,1
0.5379520384555077,0,0,0,1
0.0754449105205015,0,1,0,1
0.11056212771989794,1,1,0,0
0.4797221828328857,0,1,0,1
0.3867129738140848,1,1,1,1
0.43258367508598644,0,0,1,1
0.5980626990187882,0,1,1,1
0.5635079752145287,0,1,1,1
0.5058150401049517,0,1,0,1
0.46626948543190916,0,0,0,1
0.23701152912386214,1,0,0,1
0.38473746636588907,1,1,0,0
0.11066738546794734,1,0,0,0
0.4556966791684835,0,0,1,1
0.4546143987110332,0,1,1,1
0.4327771281808314,1,1,0,1
0.2668794146560674,1,1,1,1
0.22690819727449263,0,1,0,0
0.2518625594219648,0,1,1,0
0.020003541066747954,1,1,1,0
0.5065920698468958,0,1,0,1
0.32542192653286284,0,1,0,0
0.2325111834010388,1,1,0,1
0.3288172609596233,0,0,0,1
0.4329841311117973,0,0,1,1
0.22887652163903743,0,0,1,0
0.4983844040471951,0,1,1,1
0.5516780077832322,1,0,0,1
0.23245937838638664,0,0,1,0
0.08268969260995866,1,0,1,0
0.4562239775941093,0,0,0,1
0.5957693152491637,1,0,1,1
0.0887928892572388,0,1,1,0
0.42760540563687893,1,1,0,0
0.4951940401800241,0,1,0,1
0.5523431669978166,0,1,0,1
0.07402884856654458,0,1,1,0
0.05508594789096568,1,0,1,0
0.5927229491079201,0,0,0,1
0.07005389106095299,1,1,0,1
0.10608453548213763,0,0,0,0
0.3449717602974114,0,1,0,0
0.2677638217737808,0,0,1,1
0.45023531479669976,0,0,1,1
0.11433434889486802,1,1,0,0
0.5486566569359517,1,0,0,1
0.13031690778463348,1,1,1,0
0.4614665941119838,1,1,0,0
0.0405621151644364,0,0,1,1
0.2840415526542992,0,1,1,1
0.019534995987115788,1,1,1,0
0.18828642383826177,1,1,1,0
0.1873384045050174,1,0,0,0
0.43184906348314533,1,1,0,1
0.2730104898914399,0,0,1,1
0.034064617435750066,0,0,0,0
0.5972169956573982,0,1,0,1
0.5332195840249996,1,0,0,1
0.5497943609840418,1,0,1,1
0.14794531804418323,1,1,1,0
0.23646615283498076,0,0,1,0
0.13630770054801203,1,1,0,1
0.07494382930659942,1,0,0,0
0.0198143547994414,0,0,0,1
0.30200186879184415,0,1,0,1
0.07388019363983382,1,1,0,0
0.10578262282087629,1,1,1,0
0.5162854082745725,0,1,1,1
0.2905456611803588,1,1,0,1
0.1102221126121496,1,1,0,0
0.4019187358903873,1,1,0,1
0.15951892661689168,0,1,0,1
0.3161623200300343,0,0,0,1
0.16977172071740665,0,1,1,1
0.30969671250656633,1,0,0,1
0.37712015444949104,0,1,1,1
0.3217248477247607,0,1,0,1
0.23736246437694034,1,0,0,0
0.47448827926231746,1,1,1,1
0.5240624694874106,1,0,1,1
0.10762275821292379,0,0,1,0
0.08178523489081828,0,0,1,0
0.06791498446922561,0,0,1,0
0.5877580382689903,0,0,0,1
0.5649547817135506,1,1,0,1
0.13840030938066142,0,1,1,0
0.5819445441493027,0,1,0,1
0.12469060027404238,1,1,1,1
0.3038856097128784,0,0,0,1
0.2984310265317091,1,1,1,1
0.548973541643304,1,1,1,1
0.0243173159368659,1,0,1,0
0.18921048866062884,0,1,0,1
0.35998481907943647,0,1,1,1
0.03983893110196739,0,0,1,0
0.14193034584361303,1,1,0,1
0.27903807245852424,0,1,1,1
0.5285142161215366,0,0,0,1
0.45657571299467264,0,1,0,1
0.49738828173704486,0,0,1,1
0.4566418635175874,0,0,0,1
0.4246324656298698,0,1,1,1
0.509816005587868,1,0,1,1
0.4088860144420133,0,0,1,1
0.44140983558816066,1,0,0,1
0.18098670165132852,1,1,0,0
0.10058443373924499,1,1,1,0
0.45391498749347303,1,1,0,1
0.09950237746119674,1,1,0,1
0.5516735109119815,1,1,0,1
0.3579857024136728,0,1,0,1
0.19766046772309512,1,1,1,1
0.5619858939914105,1,1,0,1
0.09307816316270687,1,0,0,0
0.30867980261714784,1,0,1,0
0.054932443929741656,1,0,0,0
0.5792566254507442,1,1,0,1
0.34522563708697734,0,0,1,1
0.4821999586800324,1,0,1,1
0.1691534511886217,1,0,0,1
0.4810779760011232,1,1,1,1
0.42170517935345875,0,1,1,1
0.38620888187561114,0,0,1,1
0.5703376889442192,0,0,0,1
0.26009480285714576,1,0,0,1
0.24905306015527626,1,0,1,1
0.41527267727101,0,1,0,1
0.5010331836858236,0,0,0,1
0.2010456120202766,0,1,0,1
0.40179423281744353,1,0,1,0
0.12542244471846378,1,0,1,0
0.3310199841917298,1,0,0,1
0.4615030211208797,1,0,1,1
0.039188970690101896,1,0,1,0
0.4367052392665629,0,1,0,0
0.009259486170301989,1,0,0,1
0.5750100173971746,1,0,1,1
0.2812018802990573,1,1,1,1
0.2454425137688273,1,0,1,1
0.43226679052063127,0,1,1,1
0.313979321979655,0,0,1,1
0.43850931319395803,0,1,0,1
0.050854736840226386,0,1,1,1
0.33767512239772357,1,1,1,0
0.3348652157097526,0,0,1,1
0.559268335025292,1,1,1,1
0.023763346853179112,1,1,1,0
0.27169178583384457,0,1,1,0
0.37864374729601963,1,0,0,1
0.33044817076095095,0,1,1,1
0.04449665869044419,1,1,0,1
0.3559370359113873,0,1,0,1
0.1333181311363586,0,0,1,1
0.1173295076021088,1,1,1,0
0.5272145308485922,1,1,0,0
0.11870526464381187,1,0,1,0
0.272574451203883,1,1,0,1
0.4501721293435219,1,1,1,1
0.4243892316147565,0,0,1,1
0.3320754035527791,0,1,0,1
0.48422744815583424,0,0,1,1
0.2794897045223972,1,1,0,1
0.3722312602436587,0,1,1,1
0.49134998443136163,1,1,1,1
0.4068549816077779,1,0,1,0
0.385097020024427,0,1,1,1
0.2436772342422696,1,1,0,0
0.3349940748560173,1,1,0,0
0.2376495983858023,0,0,1,1
0.44657535317828934,1,1,1,1
0.22825809366855013,0,1,1,1
0.27997269259166685,1,1,0,1
0.45327425399871096,0,0,0,1
0.30219347908361094,0,1,1,0
0.20281954240917827,0,1,0,1
0.49609136332165393,0,0,1,1
0.22857755647974165,1,1,0,1
0.506837460404693,1,1,0,1
0.4711442416192272,0,0,1,1
0.2683732942625488,1,0,0,1
0.42773456383789665,0,1,0,1
0.02063382015050299,0,1,0,0
0.23387904232910228,0,1,0,1
0.5162002117176443,1,0,1,1
0.34772361451101563,1,0,1,1
0.3346954957340387,1,1,0,1
0.3988433313321285,1,0,1,1
0.4066029791845535,0,1,0,1
0.3501589506282746,0,0,1,1
0.2523775863059577,1,1,1,1
0.11009021291207789,0,0,1,1
0.17558522108151978,1,0,0,0
0.17575330622071803,0,1,0,0
0.25844695478413876,1,0,1,0
0.5994352532878895,1,0,0,1
0.2115311651272028,1,1,1,0
0.2684275690915611,1,1,0,1
0.22297653829587166,1,0,0,1
0.3488566437149227,0,1,0,0
0.5687391476854875,0,0,0,1
0.5334437362311114,1,1,1,1
0.22628324742271966,0,0,0,1
0.1601406852251597,0,1,1,0
0.5306391626108397,1,1,1,1
0.2963000033484953,1,1,1,0
0.41132468827089397,0,1,1,1
0.04397485369779177,0,0,1,0
0.5199346181317488,0,0,1,1
0.18777909757015537,1,1,0,1
0.29671617437248143,1,0,1,1
0.11881264905567418,0,0,0,1
